onset	duration	condition	target	response	acc	rt	stimuli
5.0	0.5	3	1	1	1	924	22
12.1	0.5	3	1	-1	0	0	17
21.100000000000001	0.5	3	1	1	1	1203	25
27.100000000000001	0.5	6	2	-1	0	0	22
33.100000000000001	0.5	1	1	1	1	799	1
45.0	0.5	2	1	1	1	773	9
51.100000000000001	0.5	3	1	1	1	947	26
61.100000000000001	0.5	6	2	2	1	861	25
66.099999999999994	0.5	2	1	1	1	870	10
76.099999999999994	0.5	3	1	1	1	1255	24
86.099999999999994	0.5	6	2	2	1	913	17
93.099999999999994	0.5	1	1	1	1	843	2
98.099999999999994	0.5	4	2	2	1	841	1
110.09999999999999	0.5	3	1	1	1	815	21
117.0	0.5	5	2	2	1	782	9
129.09999999999999	0.5	6	2	2	1	770	26
141.09999999999999	0.5	1	1	1	1	1059	4
150.09999999999999	0.5	3	1	1	1	975	27
162.09999999999999	0.5	1	1	1	1	1208	7
170.09999999999999	0.5	5	2	2	1	850	10
179.09999999999999	0.5	4	2	2	1	739	2
190.09999999999999	0.5	3	1	1	1	1016	32
198.09999999999999	0.5	6	2	2	1	841	24
209.09999999999999	0.5	3	1	1	1	787	23
214.09999999999999	0.5	6	2	2	1	858	21
219.09999999999999	0.5	2	1	1	1	868	13
231.09999999999999	0.5	3	1	1	1	816	28
243.09999999999999	0.5	6	2	2	1	986	23
255.09999999999999	0.5	4	2	2	1	948	4
264.10000000000002	0.5	1	1	1	1	1048	5
271.10000000000002	0.5	6	2	-1	0	0	27
282.10000000000002	0.5	6	2	-1	0	0	32
292.10000000000002	0.5	2	1	1	1	986	16
301.10000000000002	0.5	4	2	2	1	942	7
307.10000000000002	0.5	3	1	2	0	1054	31
315.10000000000002	0.5	5	2	2	1	786	13
320.10000000000002	0.5	1	1	-1	0	0	8
330.10000000000002	0.5	3	1	1	1	860	30
341.10000000000002	0.5	2	1	1	1	913	14
346.10000000000002	0.5	6	2	2	1	817	28
355.10000000000002	0.5	4	2	2	1	826	5
362.10000000000002	0.5	6	2	2	1	795	30
370.10000000000002	0.5	3	1	1	1	877	18
376.10000000000002	0.5	4	2	2	1	758	8
381.10000000000002	0.5	2	1	1	1	1130	15
392.10000000000002	0.5	5	2	-1	0	0	16
403.10000000000002	0.5	5	2	2	1	685	14
413.10000000000002	0.5	6	2	2	1	1221	31
420.10000000000002	0.5	1	1	1	1	1050	6
431.10000000000002	0.5	3	1	2	0	899	29
440.10000000000002	0.5	3	1	1	1	1005	20
451.0	0.5	5	2	2	1	907	15
457.10000000000002	0.5	3	1	1	1	946	19
462.10000000000002	0.5	6	2	2	1	1055	20
468.10000000000002	0.5	2	1	1	1	817	12
475.10000000000002	0.5	6	2	2	1	1036	29
485.10000000000002	0.5	1	1	1	1	1005	3
491.10000000000002	0.5	6	2	2	1	902	18
500.10000000000002	0.5	4	2	2	1	841	6
510.10000000000002	0.5	6	2	2	1	748	19
518.10000000000002	0.5	2	1	1	1	797	11
526.10000000000002	0.5	4	2	2	1	878	3
534.10000000000002	0.5	5	2	2	1	703	12
542.10000000000002	0.5	5	2	2	1	746	11
