onset	duration	condition	target	response	acc	rt	stimuli
5.0	0.5	3	1	2	1	632	22
16.100000000000001	0.5	3	1	2	1	835	17
22.100000000000001	0.5	2	1	2	1	709	9
31.0	0.5	6	2	1	1	654	22
38.100000000000001	0.5	3	1	2	1	460	25
43.100000000000001	0.5	1	1	2	1	658	1
49.100000000000001	0.5	3	1	2	1	691	26
56.100000000000001	0.5	5	2	1	1	708	9
62.100000000000001	0.5	2	1	2	1	772	10
67.0	0.5	3	1	2	1	796	24
73.0	0.5	6	2	1	1	660	17
79.0	0.5	6	2	1	1	669	25
86.099999999999994	0.5	1	1	2	1	675	2
93.0	0.5	4	2	1	1	754	1
101.09999999999999	0.5	3	1	2	1	496	21
109.0	0.5	6	2	1	1	741	26
120.0	0.5	3	1	2	1	467	32
132.09999999999999	0.5	3	1	2	1	677	27
141.09999999999999	0.5	3	1	2	1	670	23
151.0	0.5	5	2	1	1	743	10
162.0	0.5	4	2	1	1	713	2
172.09999999999999	0.5	1	1	2	1	566	4
180.09999999999999	0.5	6	2	1	1	495	24
185.0	0.5	1	1	1	0	755	7
195.0	0.5	6	2	1	1	657	21
204.0	0.5	2	1	2	1	1130	13
216.09999999999999	0.5	3	1	-1	1	0	28
228.09999999999999	0.5	6	2	1	1	760	23
238.0	0.5	6	2	1	1	778	32
243.0	0.5	1	1	2	1	648	5
248.0	0.5	6	2	1	1	763	27
260.10000000000002	0.5	4	2	1	1	680	4
267.10000000000002	0.5	2	1	2	1	593	16
278.0	0.5	4	2	1	1	762	7
284.0	0.5	1	1	2	1	948	8
296.10000000000002	0.5	5	2	1	1	1072	13
303.0	0.5	3	1	2	1	821	30
311.10000000000002	0.5	3	1	2	1	721	31
318.10000000000002	0.5	2	1	2	1	763	14
325.0	0.5	6	2	1	1	905	28
335.0	0.5	4	2	1	1	726	5
344.10000000000002	0.5	6	2	1	1	791	30
352.10000000000002	0.5	3	1	2	1	675	18
361.0	0.5	4	2	1	1	689	8
373.10000000000002	0.5	2	1	2	1	664	15
381.0	0.5	5	2	1	1	671	16
389.10000000000002	0.5	5	2	1	1	715	14
394.10000000000002	0.5	6	2	1	1	939	31
403.10000000000002	0.5	1	1	2	1	727	6
412.10000000000002	0.5	3	1	2	1	633	29
423.10000000000002	0.5	3	1	2	1	746	20
428.10000000000002	0.5	5	2	1	1	699	15
438.10000000000002	0.5	3	1	1	0	685	19
448.10000000000002	0.5	6	2	1	1	976	20
459.10000000000002	0.5	2	1	2	1	746	12
469.10000000000002	0.5	6	2	1	1	707	29
477.10000000000002	0.5	2	1	2	1	973	11
483.0	0.5	6	2	1	1	772	19
495.10000000000002	0.5	4	2	1	1	793	6
500.10000000000002	0.5	5	2	1	1	827	12
512.10000000000002	0.5	1	1	2	1	677	3
523.10000000000002	0.5	5	2	1	1	750	11
532.10000000000002	0.5	6	2	1	1	727	18
538.10000000000002	0.5	4	2	1	1	731	3
