onset	duration	condition	target	response	acc	rt	stimuli
5.0	0.5	1	1	1	1	1060	2
17.100000000000001	0.5	3	1	1	1	939	17
22.100000000000001	0.5	3	1	1	1	676	22
27.100000000000001	0.5	4	2	2	1	1085	2
34.100000000000001	0.5	3	1	1	1	1005	25
44.100000000000001	0.5	1	1	1	1	1231	1
54.100000000000001	0.5	6	2	2	1	753	22
64.099999999999994	0.5	3	1	1	1	891	26
70.099999999999994	0.5	2	1	1	1	1061	9
77.0	0.5	3	1	1	1	1108	24
86.099999999999994	0.5	6	2	2	1	800	17
98.099999999999994	0.5	5	2	2	1	796	25
106.09999999999999	0.5	2	1	1	1	868	10
112.09999999999999	0.5	4	2	2	1	735	1
120.09999999999999	0.5	3	1	1	1	1087	21
132.09999999999999	0.5	3	1	1	1	865	32
140.09999999999999	0.5	5	2	2	1	782	26
147.09999999999999	0.5	1	1	1	1	891	4
155.09999999999999	0.5	3	1	1	1	871	23
164.09999999999999	0.5	6	2	-1	0	0	9
173.09999999999999	0.5	6	2	2	1	914	10
179.09999999999999	0.5	2	1	1	1	867	13
188.09999999999999	0.5	6	2	-1	0	0	24
197.09999999999999	0.5	3	1	1	1	808	27
205.0	0.5	6	2	2	1	727	21
212.09999999999999	0.5	1	1	1	1	754	7
218.09999999999999	0.5	3	1	1	1	819	28
224.09999999999999	0.5	6	2	2	1	773	23
235.0	0.5	5	2	2	1	815	32
245.09999999999999	0.5	2	1	1	1	906	16
255.09999999999999	0.5	5	2	2	1	716	27
267.10000000000002	0.5	4	2	2	1	791	4
272.10000000000002	0.5	1	1	1	1	880	5
279.10000000000002	0.5	6	2	2	1	930	13
285.10000000000002	0.5	3	1	1	1	1050	30
292.10000000000002	0.5	4	2	2	1	764	7
298.10000000000002	0.5	1	1	1	1	959	8
309.10000000000002	0.5	3	1	1	1	1073	31
320.10000000000002	0.5	2	1	-1	0	0	14
328.10000000000002	0.5	5	2	2	1	852	28
339.10000000000002	0.5	6	2	2	1	904	16
347.10000000000002	0.5	5	2	2	1	953	30
353.10000000000002	0.5	2	1	1	1	1143	15
358.10000000000002	0.5	4	2	2	1	802	8
370.10000000000002	0.5	5	2	2	1	836	31
375.0	0.5	4	2	2	1	939	5
385.10000000000002	0.5	3	1	1	1	921	20
395.10000000000002	0.5	6	2	2	1	897	14
403.10000000000002	0.5	1	1	-1	0	0	6
408.10000000000002	0.5	3	1	1	1	974	29
415.0	0.5	6	2	2	1	915	15
427.10000000000002	0.5	6	2	1	0	994	18
432.10000000000002	0.5	3	1	1	1	954	19
443.10000000000002	0.5	1	1	2	0	948	3
452.10000000000002	0.5	6	2	2	1	838	20
459.10000000000002	0.5	5	2	2	1	911	29
468.10000000000002	0.5	6	2	2	1	866	19
479.10000000000002	0.5	2	1	-1	0	0	12
490.10000000000002	0.5	4	2	2	1	780	6
499.10000000000002	0.5	4	2	2	1	766	3
510.10000000000002	0.5	2	1	-1	0	0	11
522.10000000000002	0.5	6	2	2	1	844	12
527.10000000000002	0.5	3	1	2	0	790	18
539.0	0.5	6	2	2	1	733	11
