onset	duration	condition	target	response	acc	rt	stimuli
5.0	0.5	3	1	1	1	885	22
12.0	0.5	3	1	-1	0	0	17
21.0	0.5	3	1	1	1	903	25
27.0	0.5	6	2	-1	0	0	22
33.0	0.5	1	1	1	1	852	1
45.0	0.5	2	1	1	1	851	9
51.0	0.5	3	1	1	1	887	26
61.0	0.5	6	2	2	1	1285	25
66.0	0.5	2	1	1	1	905	10
76.0	0.5	3	1	-1	0	0	24
86.0	0.5	6	2	2	1	1238	17
93.0	0.5	1	1	1	1	1160	2
98.0	0.5	4	2	2	1	737	1
110.0	0.5	3	1	1	1	883	21
117.0	0.5	5	2	2	1	787	9
129.0	0.5	6	2	2	1	839	26
141.0	0.5	1	1	1	1	930	4
150.0	0.5	3	1	1	1	979	27
162.0	0.5	1	1	1	1	862	7
170.0	0.5	5	2	2	1	744	10
179.0	0.5	4	2	2	1	832	2
190.0	0.5	3	1	1	1	875	32
198.0	0.5	6	2	2	1	845	24
209.0	0.5	3	1	1	1	942	23
214.0	0.5	6	2	2	1	786	21
219.0	0.5	2	1	1	1	819	13
231.0	0.5	3	1	1	1	913	28
243.0	0.5	6	2	2	1	928	23
255.0	0.5	4	2	2	1	810	4
264.0	0.5	1	1	1	1	875	5
271.0	0.5	6	2	2	1	709	27
282.0	0.5	6	2	2	1	816	32
292.0	0.5	2	1	1	1	1001	16
301.0	0.5	4	2	2	1	812	7
307.10000000000002	0.5	3	1	1	1	1046	31
315.10000000000002	0.5	5	2	2	1	809	13
320.0	0.5	1	1	1	1	1009	8
330.0	0.5	3	1	1	1	915	30
341.0	0.5	2	1	1	1	804	14
346.0	0.5	6	2	2	1	829	28
355.10000000000002	0.5	4	2	2	1	833	5
362.0	0.5	6	2	2	1	818	30
370.0	0.5	3	1	1	1	953	18
376.0	0.5	4	2	2	1	828	8
381.0	0.5	2	1	1	1	755	15
392.10000000000002	0.5	5	2	2	1	864	16
403.10000000000002	0.5	5	2	2	1	1003	14
413.0	0.5	6	2	2	1	1011	31
420.0	0.5	1	1	1	1	1173	6
431.0	0.5	3	1	1	1	851	29
440.0	0.5	3	1	1	1	806	20
451.0	0.5	5	2	2	1	978	15
457.0	0.5	3	1	1	1	1013	19
462.0	0.5	6	2	2	1	765	20
468.0	0.5	2	1	1	1	959	12
475.0	0.5	6	2	2	1	703	29
485.10000000000002	0.5	1	1	1	1	883	3
491.0	0.5	6	2	2	1	988	18
500.0	0.5	4	2	2	1	958	6
510.0	0.5	6	2	2	1	816	19
518.0	0.5	2	1	1	1	1113	11
526.10000000000002	0.5	4	2	2	1	748	3
534.0	0.5	5	2	2	1	810	12
542.0	0.5	5	2	2	1	766	11
