onset	duration	condition	target	response	acc	rt	stimuli
5.0	0.5	3	1	1	1	648	22
16.100000000000001	0.5	3	1	1	1	771	17
22.0	0.5	2	1	1	1	780	9
31.0	0.5	6	2	2	1	855	22
38.100000000000001	0.5	3	1	1	1	770	25
43.0	0.5	1	1	1	1	920	1
49.100000000000001	0.5	3	1	1	1	875	26
56.100000000000001	0.5	5	2	2	1	1205	9
62.100000000000001	0.5	2	1	1	1	774	10
67.0	0.5	3	1	1	1	918	24
73.0	0.5	6	2	2	1	823	17
79.0	0.5	6	2	2	1	761	25
86.0	0.5	1	1	1	1	824	2
93.099999999999994	0.5	4	2	2	1	805	1
101.09999999999999	0.5	3	1	1	1	741	21
109.0	0.5	6	2	2	1	807	26
120.0	0.5	3	1	1	1	761	32
132.0	0.5	3	1	1	1	754	27
141.0	0.5	3	1	1	1	700	23
151.0	0.5	5	2	2	1	760	10
162.0	0.5	4	2	2	1	706	2
172.0	0.5	1	1	1	1	1282	4
180.0	0.5	6	2	2	1	716	24
185.09999999999999	0.5	1	1	1	1	751	7
195.0	0.5	6	2	2	1	713	21
204.0	0.5	2	1	1	1	994	13
216.0	0.5	3	1	-1	0	0	28
228.09999999999999	0.5	6	2	2	1	753	23
238.0	0.5	6	2	2	1	674	32
243.0	0.5	1	1	1	1	962	5
248.0	0.5	6	2	2	1	779	27
260.0	0.5	4	2	2	1	773	4
267.0	0.5	2	1	1	1	798	16
278.0	0.5	4	2	2	1	986	7
284.0	0.5	1	1	1	1	739	8
296.0	0.5	5	2	2	1	692	13
303.0	0.5	3	1	1	1	846	30
311.0	0.5	3	1	1	1	959	31
318.10000000000002	0.5	2	1	1	1	795	14
325.0	0.5	6	2	2	1	708	28
335.0	0.5	4	2	2	1	758	5
344.10000000000002	0.5	6	2	2	1	715	30
352.10000000000002	0.5	3	1	1	1	779	18
361.0	0.5	4	2	2	1	676	8
373.0	0.5	2	1	1	1	747	15
381.10000000000002	0.5	5	2	2	1	723	16
389.10000000000002	0.5	5	2	2	1	731	14
394.10000000000002	0.5	6	2	2	1	692	31
403.0	0.5	1	1	1	1	730	6
412.0	0.5	3	1	1	1	943	29
423.0	0.5	3	1	-1	0	0	20
428.10000000000002	0.5	5	2	2	1	802	15
438.10000000000002	0.5	3	1	1	1	773	19
448.0	0.5	6	2	2	1	799	20
459.0	0.5	2	1	1	1	983	12
469.10000000000002	0.5	6	2	2	1	716	29
477.10000000000002	0.5	2	1	1	1	781	11
483.10000000000002	0.5	6	2	2	1	742	19
495.0	0.5	4	2	2	1	665	6
500.10000000000002	0.5	5	2	2	1	721	12
512.10000000000002	0.5	1	1	-1	0	0	3
523.10000000000002	0.5	5	2	2	1	693	11
532.0	0.5	6	2	2	1	679	18
538.0	0.5	4	2	2	1	761	3
