onset	duration	condition	target	response	acc	rt	stimuli
5.0	0.5	3	1	1	1	797	22
12.1	0.5	3	1	1	1	394	17
21.0	0.5	3	1	1	1	559	25
27.0	0.5	6	2	2	1	744	22
33.0	0.5	1	1	1	1	681	1
45.100000000000001	0.5	2	1	1	1	568	9
51.100000000000001	0.5	3	1	1	1	484	26
61.100000000000001	0.5	6	2	1	0	587	25
66.0	0.5	2	1	1	1	683	10
76.099999999999994	0.5	3	1	1	1	767	24
86.099999999999994	0.5	6	2	2	1	672	17
93.0	0.5	1	1	1	1	775	2
98.099999999999994	0.5	4	2	1	0	562	1
110.0	0.5	3	1	1	1	845	21
117.0	0.5	5	2	2	1	589	9
129.0	0.5	6	2	2	1	703	26
141.09999999999999	0.5	1	1	1	1	780	4
150.0	0.5	3	1	1	1	757	27
162.09999999999999	0.5	1	1	1	1	862	7
170.09999999999999	0.5	5	2	2	1	634	10
179.09999999999999	0.5	4	2	2	1	660	2
190.09999999999999	0.5	3	1	1	1	821	32
198.09999999999999	0.5	6	2	2	1	729	24
209.09999999999999	0.5	3	1	1	1	795	23
214.09999999999999	0.5	6	2	2	1	746	21
219.09999999999999	0.5	2	1	1	1	819	13
231.0	0.5	3	1	1	1	731	28
243.0	0.5	6	2	2	1	949	23
255.09999999999999	0.5	4	2	2	1	1012	4
264.10000000000002	0.5	1	1	1	1	893	5
271.10000000000002	0.5	6	2	2	1	679	27
282.0	0.5	6	2	-1	0	0	32
292.10000000000002	0.5	2	1	1	1	978	16
301.10000000000002	0.5	4	2	2	1	750	7
307.10000000000002	0.5	3	1	1	1	814	31
315.10000000000002	0.5	5	2	2	1	831	13
320.10000000000002	0.5	1	1	1	1	801	8
330.0	0.5	3	1	1	1	713	30
341.0	0.5	2	1	1	1	865	14
346.10000000000002	0.5	6	2	2	1	950	28
355.0	0.5	4	2	2	1	646	5
362.10000000000002	0.5	6	2	2	1	801	30
370.0	0.5	3	1	1	1	945	18
376.0	0.5	4	2	2	1	595	8
381.0	0.5	2	1	1	1	777	15
392.10000000000002	0.5	5	2	2	1	760	16
403.10000000000002	0.5	5	2	2	1	641	14
413.0	0.5	6	2	2	1	810	31
420.0	0.5	1	1	1	1	1140	6
431.0	0.5	3	1	1	1	829	29
440.10000000000002	0.5	3	1	1	1	810	20
451.0	0.5	5	2	2	1	827	15
457.0	0.5	3	1	1	1	725	19
462.10000000000002	0.5	6	2	2	1	664	20
468.10000000000002	0.5	2	1	1	1	777	12
475.10000000000002	0.5	6	2	2	1	585	29
485.10000000000002	0.5	1	1	1	1	1147	3
491.0	0.5	6	2	2	1	835	18
500.10000000000002	0.5	4	2	2	1	944	6
510.10000000000002	0.5	6	2	2	1	866	19
518.10000000000002	0.5	2	1	1	1	995	11
526.10000000000002	0.5	4	2	2	1	667	3
534.0	0.5	5	2	2	1	677	12
542.10000000000002	0.5	5	2	2	1	641	11
