onset	duration	condition	target	response	acc	rt	stimuli
5.0	0.5	3	1	1	1	1030	22
12.1	0.5	3	1	1	1	874	17
21.0	0.5	3	1	1	1	785	25
27.0	0.5	6	2	2	1	1001	22
33.0	0.5	1	1	1	1	891	1
45.100000000000001	0.5	2	1	1	1	802	9
51.0	0.5	3	1	1	1	904	26
61.100000000000001	0.5	6	2	-1	0	0	25
66.0	0.5	2	1	1	1	901	10
76.0	0.5	3	1	1	1	926	24
86.099999999999994	0.5	6	2	2	1	921	17
93.0	0.5	1	1	1	1	729	2
98.099999999999994	0.5	4	2	2	1	924	1
110.0	0.5	3	1	1	1	854	21
117.0	0.5	5	2	2	1	927	9
129.0	0.5	6	2	2	1	833	26
141.09999999999999	0.5	1	1	1	1	677	4
150.0	0.5	3	1	1	1	965	27
162.09999999999999	0.5	1	1	1	1	800	7
170.0	0.5	5	2	2	1	1169	10
179.09999999999999	0.5	4	2	2	1	990	2
190.09999999999999	0.5	3	1	1	1	1190	32
198.0	0.5	6	2	2	1	928	24
209.0	0.5	3	1	1	1	961	23
214.09999999999999	0.5	6	2	2	1	980	21
219.0	0.5	2	1	1	1	731	13
231.0	0.5	3	1	1	1	805	28
243.0	0.5	6	2	2	1	919	23
255.0	0.5	4	2	2	1	875	4
264.0	0.5	1	1	1	1	940	5
271.10000000000002	0.5	6	2	2	1	1064	27
282.0	0.5	6	2	2	1	921	32
292.0	0.5	2	1	1	1	899	16
301.0	0.5	4	2	2	1	860	7
307.0	0.5	3	1	1	1	837	31
315.0	0.5	5	2	2	1	916	13
320.0	0.5	1	1	1	1	1034	8
330.0	0.5	3	1	-1	0	0	30
341.0	0.5	2	1	1	1	781	14
346.0	0.5	6	2	2	1	1005	28
355.0	0.5	4	2	2	1	927	5
362.10000000000002	0.5	6	2	-1	0	0	30
370.0	0.5	3	1	1	1	827	18
376.0	0.5	4	2	2	1	869	8
381.0	0.5	2	1	1	1	1130	15
392.0	0.5	5	2	2	1	862	16
403.10000000000002	0.5	5	2	2	1	812	14
413.0	0.5	6	2	2	1	861	31
420.10000000000002	0.5	1	1	1	1	918	6
431.0	0.5	3	1	1	1	1207	29
440.10000000000002	0.5	3	1	1	1	827	20
451.0	0.5	5	2	1	0	1145	15
457.0	0.5	3	1	1	1	843	19
462.0	0.5	6	2	2	1	1055	20
468.10000000000002	0.5	2	1	1	1	1010	12
475.10000000000002	0.5	6	2	2	1	875	29
485.10000000000002	0.5	1	1	1	1	708	3
491.0	0.5	6	2	2	1	1189	18
500.0	0.5	4	2	2	1	1015	6
510.10000000000002	0.5	6	2	2	1	867	19
518.10000000000002	0.5	2	1	1	1	804	11
526.10000000000002	0.5	4	2	-1	0	0	3
534.0	0.5	5	2	-1	0	0	12
542.0	0.5	5	2	2	1	855	11
