onset	duration	condition	target	response	acc	rt	stimuli
5.0	0.5	3	1	1	1	420	22
12.1	0.5	3	1	-1	0	0	17
21.100000000000001	0.5	3	1	1	1	639	25
27.100000000000001	0.5	6	2	-1	0	0	22
33.100000000000001	0.5	1	1	1	1	617	1
45.0	0.5	2	1	1	1	641	9
51.0	0.5	3	1	1	1	641	26
61.100000000000001	0.5	6	2	2	1	864	25
66.099999999999994	0.5	2	1	1	1	617	10
76.099999999999994	0.5	3	1	1	1	787	24
86.099999999999994	0.5	6	2	2	1	979	17
93.099999999999994	0.5	1	1	1	1	676	2
98.099999999999994	0.5	4	2	2	1	793	1
110.09999999999999	0.5	3	1	1	1	770	21
117.0	0.5	5	2	2	1	752	9
129.09999999999999	0.5	6	2	2	1	797	26
141.09999999999999	0.5	1	1	1	1	658	4
150.09999999999999	0.5	3	1	1	1	715	27
162.09999999999999	0.5	1	1	1	1	620	7
170.09999999999999	0.5	5	2	2	1	657	10
179.09999999999999	0.5	4	2	2	1	833	2
190.09999999999999	0.5	3	1	1	1	692	32
198.09999999999999	0.5	6	2	2	1	1069	24
209.09999999999999	0.5	3	1	1	1	693	23
214.09999999999999	0.5	6	2	2	1	729	21
219.09999999999999	0.5	2	1	1	1	584	13
231.09999999999999	0.5	3	1	1	1	838	28
243.09999999999999	0.5	6	2	2	1	673	23
255.09999999999999	0.5	4	2	2	1	943	4
264.10000000000002	0.5	1	1	1	1	643	5
271.10000000000002	0.5	6	2	2	1	1073	27
282.10000000000002	0.5	6	2	2	1	793	32
292.10000000000002	0.5	2	1	1	1	858	16
301.10000000000002	0.5	4	2	2	1	712	7
307.10000000000002	0.5	3	1	1	1	745	31
315.10000000000002	0.5	5	2	2	1	646	13
320.10000000000002	0.5	1	1	1	1	615	8
330.10000000000002	0.5	3	1	1	1	667	30
341.10000000000002	0.5	2	1	1	1	532	14
346.10000000000002	0.5	6	2	2	1	612	28
355.10000000000002	0.5	4	2	2	1	718	5
362.10000000000002	0.5	6	2	2	1	672	30
370.10000000000002	0.5	3	1	1	1	587	18
376.10000000000002	0.5	4	2	2	1	593	8
381.10000000000002	0.5	2	1	1	1	701	15
392.10000000000002	0.5	5	2	2	1	910	16
403.10000000000002	0.5	5	2	2	1	607	14
413.10000000000002	0.5	6	2	2	1	716	31
420.10000000000002	0.5	1	1	1	1	637	6
431.10000000000002	0.5	3	1	1	1	604	29
440.10000000000002	0.5	3	1	1	1	615	20
451.0	0.5	5	2	2	1	662	15
457.0	0.5	3	1	1	1	664	19
462.10000000000002	0.5	6	2	1	0	663	20
468.10000000000002	0.5	2	1	1	1	663	12
475.10000000000002	0.5	6	2	2	1	663	29
485.10000000000002	0.5	1	1	1	1	793	3
491.10000000000002	0.5	6	2	2	1	634	18
500.10000000000002	0.5	4	2	2	1	1189	6
510.10000000000002	0.5	6	2	2	1	632	19
518.10000000000002	0.5	2	1	1	1	601	11
526.10000000000002	0.5	4	2	2	1	586	3
534.10000000000002	0.5	5	2	2	1	683	12
542.10000000000002	0.5	5	2	2	1	668	11
