onset	duration	condition	target	response	acc	rt	stimuli
5.0	0.5	3	1	1	1	398	22
16.100000000000001	0.5	3	1	1	1	578	17
22.100000000000001	0.5	2	1	1	1	802	9
31.0	0.5	6	2	2	1	865	22
38.100000000000001	0.5	3	1	1	1	677	25
43.100000000000001	0.5	1	1	1	1	741	1
49.100000000000001	0.5	3	1	1	1	712	26
56.100000000000001	0.5	5	2	2	1	673	9
62.100000000000001	0.5	2	1	1	1	772	10
67.0	0.5	3	1	1	1	802	24
73.099999999999994	0.5	6	2	2	1	595	17
79.099999999999994	0.5	6	2	2	1	964	25
86.099999999999994	0.5	1	1	1	1	817	2
93.099999999999994	0.5	4	2	2	1	898	1
101.09999999999999	0.5	3	1	1	1	707	21
109.09999999999999	0.5	6	2	2	1	1131	26
120.09999999999999	0.5	3	1	1	1	950	32
132.09999999999999	0.5	3	1	1	1	706	27
141.09999999999999	0.5	3	1	1	1	643	23
151.09999999999999	0.5	5	2	2	1	702	10
162.09999999999999	0.5	4	2	2	1	815	2
172.09999999999999	0.5	1	1	1	1	659	4
180.09999999999999	0.5	6	2	2	1	836	24
185.09999999999999	0.5	1	1	1	1	581	7
195.0	0.5	6	2	2	1	556	21
204.09999999999999	0.5	2	1	1	1	703	13
216.09999999999999	0.5	3	1	1	1	740	28
228.09999999999999	0.5	6	2	2	1	678	23
238.09999999999999	0.5	6	2	2	1	983	32
243.09999999999999	0.5	1	1	1	1	599	5
248.09999999999999	0.5	6	2	2	1	689	27
260.10000000000002	0.5	4	2	2	1	651	4
267.10000000000002	0.5	2	1	1	1	1142	16
278.10000000000002	0.5	4	2	2	1	768	7
284.10000000000002	0.5	1	1	1	1	680	8
296.10000000000002	0.5	5	2	2	1	603	13
303.0	0.5	3	1	1	1	577	30
311.10000000000002	0.5	3	1	1	1	756	31
318.10000000000002	0.5	2	1	1	1	704	14
325.10000000000002	0.5	6	2	2	1	665	28
335.10000000000002	0.5	4	2	2	1	723	5
344.10000000000002	0.5	6	2	2	1	741	30
352.10000000000002	0.5	3	1	1	1	621	18
361.10000000000002	0.5	4	2	2	1	713	8
373.10000000000002	0.5	2	1	1	1	494	15
381.0	0.5	5	2	2	1	673	16
389.10000000000002	0.5	5	2	2	1	725	14
394.10000000000002	0.5	6	2	2	1	584	31
403.10000000000002	0.5	1	1	1	1	754	6
412.10000000000002	0.5	3	1	2	0	748	29
423.10000000000002	0.5	3	1	-1	0	0	20
428.10000000000002	0.5	5	2	2	1	717	15
438.10000000000002	0.5	3	1	1	1	698	19
448.10000000000002	0.5	6	2	2	1	620	20
459.10000000000002	0.5	2	1	1	1	684	12
469.10000000000002	0.5	6	2	2	1	689	29
477.10000000000002	0.5	2	1	1	1	744	11
483.10000000000002	0.5	6	2	2	1	681	19
495.10000000000002	0.5	4	2	2	1	880	6
500.10000000000002	0.5	5	2	2	1	681	12
512.10000000000002	0.5	1	1	-1	0	0	3
523.10000000000002	0.5	5	2	2	1	721	11
532.10000000000002	0.5	6	2	2	1	688	18
538.10000000000002	0.5	4	2	2	1	774	3
